full_date,year,month,month_name,country,daily_orders,gross_revenue,returns_revenue,net_revenue,is_q4
2010-10-06,2010,10,October,United Kingdom,65,27881.59,-211.11,27670.48,1
2010-10-07,2010,10,October,Australia,1,303.8,0.0,303.8,1
2010-10-07,2010,10,October,Denmark,1,0.0,-50.4,-50.4,1
2010-10-07,2010,10,October,Germany,3,426.37,-74.09,352.28,1
2010-10-07,2010,10,October,Greece,1,3084.02,0.0,3084.02,1
2010-10-07,2010,10,October,Italy,1,0.0,-28.85,-28.85,1
2010-10-07,2010,10,October,United Kingdom,142,49240.2,-865.58,48374.62,1
2010-10-08,2010,10,October,Channel Islands,1,0.0,-25.5,-25.5,1
2010-10-08,2010,10,October,EIRE,1,515.5,0.0,515.5,1
2010-10-08,2010,10,October,Germany,2,1012.15,-45.35,966.8,1
2010-10-08,2010,10,October,Netherlands,4,1543.68,-180.0,1363.68,1
2010-10-08,2010,10,October,Portugal,1,282.95,0.0,282.95,1
2010-10-08,2010,10,October,Sweden,1,4486.11,0.0,4486.11,1
2010-10-08,2010,10,October,Switzerland,1,449.48,0.0,449.48,1
2010-10-08,2010,10,October,United Kingdom,89,52029.45,-533.7,51495.75,1
2010-10-10,2010,10,October,Australia,1,230.0,0.0,230.0,1
2010-10-10,2010,10,October,Cyprus,1,551.33,0.0,551.33,1
2010-10-10,2010,10,October,France,1,876.41,0.0,876.41,1
2010-10-10,2010,10,October,Sweden,1,683.79,0.0,683.79,1
2010-10-10,2010,10,October,United Kingdom,67,20856.45,-80.65,20775.8,1
2010-10-11,2010,10,October,Channel Islands,1,0.0,-10.2,-10.2,1
2010-10-11,2010,10,October,Denmark,1,358.6,0.0,358.6,1
2010-10-11,2010,10,October,EIRE,1,787.79,0.0,787.79,1
2010-10-11,2010,10,October,France,3,4876.4,0.0,4876.4,1
2010-10-11,2010,10,October,Portugal,3,1820.92,0.0,1820.92,1
2010-10-11,2010,10,October,United Arab Emirates,1,433.6,0.0,433.6,1
2010-10-11,2010,10,October,United Kingdom,115,35215.06,-404.76,34810.3,1
2010-10-12,2010,10,October,France,3,953.24,0.0,953.24,1
2010-10-12,2010,10,October,Germany,5,1637.4,-25.4,1612.0,1
2010-10-12,2010,10,October,Sweden,1,704.36,0.0,704.36,1
2010-10-12,2010,10,October,USA,1,132.8,0.0,132.8,1
2010-10-12,2010,10,October,United Kingdom,135,46586.15,-707.01,45879.14,1
2010-10-13,2010,10,October,Australia,1,1132.53,0.0,1132.53,1
2010-10-13,2010,10,October,Belgium,1,400.5,0.0,400.5,1
2010-10-13,2010,10,October,EIRE,2,803.85,0.0,803.85,1
2010-10-13,2010,10,October,Finland,1,631.93,0.0,631.93,1
2010-10-13,2010,10,October,France,2,1031.28,0.0,1031.28,1
2010-10-13,2010,10,October,Germany,3,1057.8,-82.95,974.85,1
2010-10-13,2010,10,October,Netherlands,2,11337.3,0.0,11337.3,1
2010-10-13,2010,10,October,Spain,1,1340.42,0.0,1340.42,1
2010-10-13,2010,10,October,United Kingdom,84,35678.44,-208.49,35469.95,1
2010-10-14,2010,10,October,Austria,2,857.75,0.0,857.75,1
2010-10-14,2010,10,October,Channel Islands,1,0.0,-4.95,-4.95,1
2010-10-14,2010,10,October,EIRE,3,3628.3,0.0,3628.3,1
2010-10-14,2010,10,October,France,4,2033.66,-504.49,1529.17,1
2010-10-14,2010,10,October,Japan,1,1533.89,0.0,1533.89,1
2010-10-14,2010,10,October,Netherlands,1,169.2,0.0,169.2,1
2010-10-14,2010,10,October,Spain,1,4733.52,0.0,4733.52,1
2010-10-14,2010,10,October,United Kingdom,109,74570.09,-939.32,73630.77,1
2010-10-15,2010,10,October,Australia,1,250.98,0.0,250.98,1
2010-10-15,2010,10,October,Belgium,1,340.0,0.0,340.0,1
2010-10-15,2010,10,October,France,2,581.66,0.0,581.66,1
2010-10-15,2010,10,October,Germany,2,1348.21,0.0,1348.21,1
2010-10-15,2010,10,October,Netherlands,1,105.6,0.0,105.6,1
2010-10-15,2010,10,October,Spain,1,301.58,0.0,301.58,1
2010-10-15,2010,10,October,Switzerland,1,5231.06,0.0,5231.06,1
2010-10-15,2010,10,October,United Kingdom,111,36520.87,-190.98,36329.89,1
2010-10-17,2010,10,October,EIRE,1,1917.0,0.0,1917.0,1
2010-10-17,2010,10,October,United Kingdom,79,31438.46,-369.56,31068.9,1
2010-10-18,2010,10,October,Channel Islands,1,1320.0,0.0,1320.0,1
2010-10-18,2010,10,October,EIRE,3,1392.0,-13.0,1379.0,1
2010-10-18,2010,10,October,Germany,3,882.51,0.0,882.51,1
2010-10-18,2010,10,October,Netherlands,1,0.0,-112.84,-112.84,1
2010-10-18,2010,10,October,Spain,1,220.0,0.0,220.0,1
2010-10-18,2010,10,October,Switzerland,2,432.55,-78.15,354.4,1
2010-10-18,2010,10,October,United Kingdom,168,37276.71,-1749.68,35527.03,1
2010-10-19,2010,10,October,EIRE,4,1705.05,-20.75,1684.3,1
2010-10-19,2010,10,October,Germany,4,2005.39,0.0,2005.39,1
2010-10-19,2010,10,October,Italy,1,679.15,0.0,679.15,1
2010-10-19,2010,10,October,Lebanon,1,0.0,-39.67,-39.67,1
2010-10-19,2010,10,October,Spain,2,4098.96,-4733.52,-634.56,1
2010-10-19,2010,10,October,United Kingdom,84,41563.44,-673.77,40889.67,1
2010-10-20,2010,10,October,Australia,1,143.94,0.0,143.94,1
2010-10-20,2010,10,October,EIRE,2,267.32,-20.85,246.47,1
2010-10-20,2010,10,October,France,3,841.88,-3.9,837.98,1
2010-10-20,2010,10,October,Germany,1,445.43,0.0,445.43,1
2010-10-20,2010,10,October,Spain,1,213.76,0.0,213.76,1
2010-10-20,2010,10,October,Sweden,1,0.0,-52.46,-52.46,1
2010-10-20,2010,10,October,United Kingdom,112,43482.29,-1112.68,42369.61,1
2010-10-21,2010,10,October,Australia,1,205.25,0.0,205.25,1
2010-10-21,2010,10,October,Channel Islands,2,1404.75,0.0,1404.75,1
2010-10-21,2010,10,October,EIRE,8,6197.44,-76.5,6120.94,1
2010-10-21,2010,10,October,France,1,0.0,-41.25,-41.25,1
2010-10-21,2010,10,October,Germany,2,0.0,-98.65,-98.65,1
2010-10-21,2010,10,October,Greece,1,0.0,-18.25,-18.25,1
2010-10-21,2010,10,October,Italy,2,1237.06,0.0,1237.06,1
2010-10-21,2010,10,October,United Kingdom,102,30158.77,-372.97,29785.8,1
2010-10-22,2010,10,October,Austria,1,183.35,0.0,183.35,1
2010-10-22,2010,10,October,EIRE,3,1231.07,0.0,1231.07,1
2010-10-22,2010,10,October,France,3,1082.31,-19.9,1062.41,1
2010-10-22,2010,10,October,Germany,1,1087.76,0.0,1087.76,1
2010-10-22,2010,10,October,Netherlands,2,398.52,-3.0,395.52,1
2010-10-22,2010,10,October,Portugal,1,0.0,-14.85,-14.85,1
2010-10-22,2010,10,October,Spain,1,322.91,0.0,322.91,1
2010-10-22,2010,10,October,Switzerland,1,473.31,0.0,473.31,1
2010-10-22,2010,10,October,United Arab Emirates,1,0.0,-76.32,-76.32,1
2010-10-22,2010,10,October,United Kingdom,128,35588.1,-1340.36,34247.74,1
2010-10-24,2010,10,October,France,3,613.68,0.0,613.68,1
2010-10-24,2010,10,October,Germany,1,677.96,0.0,677.96,1
2010-10-24,2010,10,October,United Kingdom,82,27564.71,-107.45,27457.26,1
2010-10-25,2010,10,October,Belgium,1,344.2,0.0,344.2,1
2010-10-25,2010,10,October,Denmark,1,90.0,0.0,90.0,1
2010-10-25,2010,10,October,EIRE,2,1214.63,0.0,1214.63,1
2010-10-25,2010,10,October,France,2,0.0,-34.7,-34.7,1
2010-10-25,2010,10,October,Germany,1,681.88,0.0,681.88,1
2010-10-25,2010,10,October,Netherlands,1,266.93,0.0,266.93,1
2010-10-25,2010,10,October,United Kingdom,98,26887.3,-316.13,26571.17,1
2010-10-26,2010,10,October,Australia,2,712.65,0.0,712.65,1
2010-10-26,2010,10,October,Canada,1,834.89,0.0,834.89,1
2010-10-26,2010,10,October,EIRE,4,5176.92,0.0,5176.92,1
2010-10-26,2010,10,October,France,2,456.87,0.0,456.87,1
2010-10-26,2010,10,October,Germany,4,1738.16,-12.75,1725.41,1
2010-10-26,2010,10,October,Netherlands,1,172.12,0.0,172.12,1
2010-10-26,2010,10,October,Sweden,1,888.36,0.0,888.36,1
2010-10-26,2010,10,October,Switzerland,1,1571.74,0.0,1571.74,1
2010-10-26,2010,10,October,United Arab Emirates,1,76.32,0.0,76.32,1
2010-10-26,2010,10,October,United Kingdom,116,34445.33,-600.52,33844.81,1
2010-10-27,2010,10,October,Bahrain,1,317.76,0.0,317.76,1
2010-10-27,2010,10,October,EIRE,2,5393.36,0.0,5393.36,1
2010-10-27,2010,10,October,Germany,3,54.0,-15.66,38.34,1
2010-10-27,2010,10,October,Italy,3,1902.59,0.0,1902.59,1
2010-10-27,2010,10,October,Sweden,2,996.82,0.0,996.82,1
2010-10-27,2010,10,October,United Kingdom,69,24304.02,-53.25,24250.77,1
2010-10-28,2010,10,October,EIRE,3,1521.8,-30.6,1491.2,1
2010-10-28,2010,10,October,Germany,1,0.0,-3.9,-3.9,1
2010-10-28,2010,10,October,Italy,1,1402.62,0.0,1402.62,1
2010-10-28,2010,10,October,Netherlands,1,0.0,-28.4,-28.4,1
2010-10-28,2010,10,October,Portugal,1,874.36,0.0,874.36,1
2010-10-28,2010,10,October,United Kingdom,103,26799.81,-7213.67,19586.14,1
2010-10-29,2010,10,October,Belgium,1,325.72,0.0,325.72,1
2010-10-29,2010,10,October,France,1,65.45,0.0,65.45,1
2010-10-29,2010,10,October,Germany,2,2315.69,0.0,2315.69,1
2010-10-29,2010,10,October,RSA,1,1435.29,0.0,1435.29,1
2010-10-29,2010,10,October,Switzerland,1,471.55,0.0,471.55,1
2010-10-29,2010,10,October,United Kingdom,84,42657.8,-1852.9,40804.9,1
2010-10-31,2010,10,October,Germany,2,501.35,0.0,501.35,1
2010-10-31,2010,10,October,Iceland,1,611.53,0.0,611.53,1
2010-10-31,2010,10,October,United Kingdom,85,29245.82,-78.43,29167.39,1
2010-11-01,2010,11,November,Channel Islands,1,0.0,-439.83,-439.83,1
2010-11-01,2010,11,November,EIRE,2,1085.79,0.0,1085.79,1
2010-11-01,2010,11,November,France,1,0.0,-7.5,-7.5,1
2010-11-01,2010,11,November,Germany,1,452.0,0.0,452.0,1
2010-11-01,2010,11,November,United Kingdom,98,26555.38,-403.65,26151.73,1
2010-11-02,2010,11,November,Australia,1,870.3,0.0,870.3,1
2010-11-02,2010,11,November,Channel Islands,1,0.0,-540.5,-540.5,1
2010-11-02,2010,11,November,Denmark,1,193.26,0.0,193.26,1
2010-11-02,2010,11,November,EIRE,1,0.0,-189.0,-189.0,1
2010-11-02,2010,11,November,France,1,660.2,0.0,660.2,1
2010-11-02,2010,11,November,Germany,2,1769.77,0.0,1769.77,1
2010-11-02,2010,11,November,Italy,1,0.0,-27.6,-27.6,1
2010-11-02,2010,11,November,Portugal,1,0.0,-5.95,-5.95,1
2010-11-02,2010,11,November,Spain,1,241.35,0.0,241.35,1
2010-11-02,2010,11,November,Sweden,2,429.7,0.0,429.7,1
2010-11-02,2010,11,November,Switzerland,1,462.95,0.0,462.95,1
2010-11-02,2010,11,November,United Kingdom,165,40453.61,-2907.17,37546.44,1
2010-11-03,2010,11,November,Belgium,1,0.0,-10.0,-10.0,1
2010-11-03,2010,11,November,EIRE,3,1888.77,0.0,1888.77,1
2010-11-03,2010,11,November,Germany,1,619.5,0.0,619.5,1
2010-11-03,2010,11,November,Italy,3,524.4,-20.28,504.12,1
2010-11-03,2010,11,November,Netherlands,4,12748.98,0.0,12748.98,1
2010-11-03,2010,11,November,Norway,1,1993.34,0.0,1993.34,1
2010-11-03,2010,11,November,Portugal,1,340.05,0.0,340.05,1
2010-11-03,2010,11,November,United Kingdom,132,27316.15,-1125.53,26190.62,1
2010-11-04,2010,11,November,Australia,1,0.0,-22.7,-22.7,1
2010-11-04,2010,11,November,EIRE,2,1321.93,0.0,1321.93,1
2010-11-04,2010,11,November,Germany,4,3993.64,-47.9,3945.74,1
2010-11-04,2010,11,November,Japan,1,0.0,-102.0,-102.0,1
2010-11-04,2010,11,November,Lithuania,1,1525.39,0.0,1525.39,1
2010-11-04,2010,11,November,Spain,2,475.95,-8.5,467.45,1
2010-11-04,2010,11,November,United Kingdom,207,82729.38,-1136.88,81592.5,1
2010-11-05,2010,11,November,Austria,1,329.34,0.0,329.34,1
2010-11-05,2010,11,November,Denmark,1,1345.86,0.0,1345.86,1
2010-11-05,2010,11,November,EIRE,7,3495.15,-105.59,3389.56,1
2010-11-05,2010,11,November,Finland,2,414.98,0.0,414.98,1
2010-11-05,2010,11,November,Germany,7,4170.08,-68.05,4102.03,1
2010-11-05,2010,11,November,Japan,1,0.0,-102.0,-102.0,1
2010-11-05,2010,11,November,Norway,1,2292.18,0.0,2292.18,1
2010-11-05,2010,11,November,Spain,1,236.3,0.0,236.3,1
2010-11-05,2010,11,November,Sweden,1,0.0,-67.5,-67.5,1
2010-11-05,2010,11,November,United Kingdom,124,34115.62,-224.68,33890.94,1
2010-11-05,2010,11,November,Unspecified,3,239.64,0.0,239.64,1
2010-11-07,2010,11,November,EIRE,1,750.58,0.0,750.58,1
2010-11-07,2010,11,November,France,2,535.17,0.0,535.17,1
2010-11-07,2010,11,November,Germany,1,951.82,0.0,951.82,1
2010-11-07,2010,11,November,United Kingdom,86,29716.98,-241.54,29475.44,1
2010-11-08,2010,11,November,Canada,1,381.77,0.0,381.77,1
2010-11-08,2010,11,November,Denmark,1,2520.84,0.0,2520.84,1
2010-11-08,2010,11,November,EIRE,1,1041.98,0.0,1041.98,1
2010-11-08,2010,11,November,France,2,0.0,-47.0,-47.0,1
2010-11-08,2010,11,November,Germany,6,1493.39,-208.4,1284.99,1
2010-11-08,2010,11,November,Netherlands,1,397.44,0.0,397.44,1
2010-11-08,2010,11,November,United Kingdom,112,85115.49,-6908.66,78206.83,1
2010-11-09,2010,11,November,EIRE,3,1709.28,-17.88,1691.4,1
2010-11-09,2010,11,November,France,5,2477.75,0.0,2477.75,1
2010-11-09,2010,11,November,Germany,1,0.0,-53.4,-53.4,1
2010-11-09,2010,11,November,Portugal,1,351.9,0.0,351.9,1
2010-11-09,2010,11,November,Spain,2,4098.96,-4098.96,0.0,1
2010-11-09,2010,11,November,United Kingdom,133,57244.75,-2273.65,54971.1,1
2010-11-10,2010,11,November,Belgium,1,978.23,0.0,978.23,1
2010-11-10,2010,11,November,Cyprus,1,397.6,0.0,397.6,1
2010-11-10,2010,11,November,EIRE,2,852.88,0.0,852.88,1
2010-11-10,2010,11,November,France,1,358.25,0.0,358.25,1
2010-11-10,2010,11,November,Germany,3,389.5,-28.35,361.15,1
2010-11-10,2010,11,November,Israel,1,1248.42,0.0,1248.42,1
2010-11-10,2010,11,November,Switzerland,1,369.95,0.0,369.95,1
2010-11-10,2010,11,November,United Arab Emirates,1,1445.69,0.0,1445.69,1
2010-11-10,2010,11,November,United Kingdom,141,74202.11,-494.56,73707.55,1
2010-11-11,2010,11,November,EIRE,1,0.0,-49.75,-49.75,1
2010-11-11,2010,11,November,France,2,533.04,-29.85,503.19,1
2010-11-11,2010,11,November,Italy,1,0.0,-42.7,-42.7,1
2010-11-11,2010,11,November,Netherlands,1,1092.81,0.0,1092.81,1
2010-11-11,2010,11,November,Portugal,1,2301.96,0.0,2301.96,1
2010-11-11,2010,11,November,United Kingdom,184,60312.19,-2945.63,57366.56,1
2010-11-11,2010,11,November,Unspecified,1,0.0,-11.8,-11.8,1
2010-11-12,2010,11,November,Austria,1,690.79,0.0,690.79,1
2010-11-12,2010,11,November,Belgium,1,155.65,0.0,155.65,1
2010-11-12,2010,11,November,EIRE,3,1710.74,0.0,1710.74,1
2010-11-12,2010,11,November,France,2,307.05,0.0,307.05,1
2010-11-12,2010,11,November,Germany,4,1879.55,0.0,1879.55,1
2010-11-12,2010,11,November,Netherlands,1,115.8,0.0,115.8,1
2010-11-12,2010,11,November,Norway,1,143.75,0.0,143.75,1
2010-11-12,2010,11,November,Poland,2,821.14,0.0,821.14,1
2010-11-12,2010,11,November,United Kingdom,105,45026.65,-254.09,44772.56,1
2010-11-14,2010,11,November,Channel Islands,1,1343.9,0.0,1343.9,1
2010-11-14,2010,11,November,France,1,330.88,0.0,330.88,1
2010-11-14,2010,11,November,Italy,1,201.15,0.0,201.15,1
2010-11-14,2010,11,November,United Kingdom,91,27576.95,-119.4,27457.55,1
2010-11-15,2010,11,November,EIRE,5,4827.97,-52.35,4775.62,1
2010-11-15,2010,11,November,Germany,4,1772.3,-19.6,1752.7,1
2010-11-15,2010,11,November,Switzerland,1,70.6,0.0,70.6,1
2010-11-15,2010,11,November,USA,1,402.6,0.0,402.6,1
2010-11-15,2010,11,November,United Kingdom,122,98112.07,-130.04,97982.03,1
2010-11-16,2010,11,November,Australia,1,0.0,-15.0,-15.0,1
2010-11-16,2010,11,November,Denmark,1,0.0,-183.6,-183.6,1
2010-11-16,2010,11,November,EIRE,3,6089.84,0.0,6089.84,1
2010-11-16,2010,11,November,France,4,2359.33,-6.35,2352.98,1
2010-11-16,2010,11,November,Germany,4,1216.04,-28.05,1187.99,1
2010-11-16,2010,11,November,Netherlands,1,127.96,0.0,127.96,1
2010-11-16,2010,11,November,Portugal,1,1055.0,0.0,1055.0,1
2010-11-16,2010,11,November,Switzerland,2,12079.99,0.0,12079.99,1
2010-11-16,2010,11,November,United Kingdom,136,50065.9,-1186.94,48878.96,1
2010-11-17,2010,11,November,Belgium,1,464.28,0.0,464.28,1
2010-11-17,2010,11,November,France,1,311.16,0.0,311.16,1
2010-11-17,2010,11,November,Japan,4,8.85,-8.85,0.0,1
2010-11-17,2010,11,November,Netherlands,2,8257.82,0.0,8257.82,1
2010-11-17,2010,11,November,Portugal,2,0.0,-41.85,-41.85,1
2010-11-17,2010,11,November,United Kingdom,124,42681.6,-440.25,42241.35,1
2010-11-18,2010,11,November,EIRE,3,1759.03,-39.8,1719.23,1
2010-11-18,2010,11,November,Germany,4,1742.62,-26.5,1716.12,1
2010-11-18,2010,11,November,Netherlands,2,1046.79,0.0,1046.79,1
2010-11-18,2010,11,November,Poland,1,0.0,-15.0,-15.0,1
2010-11-18,2010,11,November,Sweden,1,0.0,-20.4,-20.4,1
2010-11-18,2010,11,November,USA,1,0.0,-132.8,-132.8,1
2010-11-18,2010,11,November,United Kingdom,110,40516.04,-316.08,40199.96,1
2010-11-19,2010,11,November,Belgium,3,1716.42,0.0,1716.42,1
2010-11-19,2010,11,November,Channel Islands,1,302.6,0.0,302.6,1
2010-11-19,2010,11,November,EIRE,2,773.15,0.0,773.15,1
2010-11-19,2010,11,November,France,7,5084.89,0.0,5084.89,1
2010-11-19,2010,11,November,Germany,3,573.4,-19.9,553.5,1
2010-11-19,2010,11,November,Italy,1,836.08,0.0,836.08,1
2010-11-19,2010,11,November,Japan,2,14.75,-14.75,0.0,1
2010-11-19,2010,11,November,Spain,1,180.1,0.0,180.1,1
2010-11-19,2010,11,November,Sweden,1,853.86,0.0,853.86,1
2010-11-19,2010,11,November,United Arab Emirates,1,15.0,0.0,15.0,1
2010-11-19,2010,11,November,United Kingdom,128,37434.89,-799.21,36635.68,1
2010-11-21,2010,11,November,EIRE,3,672.88,0.0,672.88,1
2010-11-21,2010,11,November,France,3,672.5,0.0,672.5,1
2010-11-21,2010,11,November,Germany,2,828.15,0.0,828.15,1
2010-11-21,2010,11,November,Italy,1,0.0,-19.8,-19.8,1
2010-11-21,2010,11,November,Sweden,1,330.35,0.0,330.35,1
2010-11-21,2010,11,November,United Kingdom,92,29932.97,-74.88,29858.09,1
2010-11-22,2010,11,November,Australia,1,513.05,0.0,513.05,1
2010-11-22,2010,11,November,EIRE,1,225.2,0.0,225.2,1
2010-11-22,2010,11,November,France,2,1876.51,-29.7,1846.81,1
2010-11-22,2010,11,November,Germany,2,1104.44,0.0,1104.44,1
2010-11-22,2010,11,November,Netherlands,2,398.07,0.0,398.07,1
2010-11-22,2010,11,November,Sweden,1,0.0,-40.0,-40.0,1
2010-11-22,2010,11,November,United Kingdom,96,39158.44,-130.4,39028.04,1
2010-11-23,2010,11,November,Australia,1,297.29,0.0,297.29,1
2010-11-23,2010,11,November,Belgium,1,0.0,-35.4,-35.4,1
2010-11-23,2010,11,November,EIRE,4,837.75,-46.9,790.85,1
2010-11-23,2010,11,November,France,4,596.29,0.0,596.29,1
2010-11-23,2010,11,November,Germany,1,200.19,0.0,200.19,1
2010-11-23,2010,11,November,Greece,1,761.3,0.0,761.3,1
2010-11-23,2010,11,November,Netherlands,1,443.6,0.0,443.6,1
2010-11-23,2010,11,November,Switzerland,1,587.24,0.0,587.24,1
2010-11-23,2010,11,November,United Kingdom,158,54676.67,-4603.11,50073.56,1
2010-11-24,2010,11,November,EIRE,3,0.0,-55.9,-55.9,1
2010-11-24,2010,11,November,Netherlands,2,919.62,-2383.83,-1464.21,1
2010-11-24,2010,11,November,Portugal,2,773.99,0.0,773.99,1
2010-11-24,2010,11,November,United Kingdom,181,60202.14,-1377.81,58824.33,1
2010-11-25,2010,11,November,Austria,1,120.0,0.0,120.0,1
2010-11-25,2010,11,November,Belgium,3,1938.4,-29.3,1909.1,1
2010-11-25,2010,11,November,United Kingdom,177,70440.2,-693.72,69746.48,1
2010-11-26,2010,11,November,Austria,1,712.09,0.0,712.09,1
2010-11-26,2010,11,November,Channel Islands,1,632.23,0.0,632.23,1
2010-11-26,2010,11,November,EIRE,2,1155.81,0.0,1155.81,1
2010-11-26,2010,11,November,France,4,2174.55,0.0,2174.55,1
2010-11-26,2010,11,November,Germany,3,1624.96,-26.9,1598.06,1
2010-11-26,2010,11,November,Italy,1,295.2,0.0,295.2,1
2010-11-26,2010,11,November,Portugal,1,236.1,0.0,236.1,1
2010-11-26,2010,11,November,Spain,2,893.55,0.0,893.55,1
2010-11-26,2010,11,November,Sweden,1,320.0,0.0,320.0,1
2010-11-26,2010,11,November,United Kingdom,86,32526.46,-337.6,32188.86,1
2010-11-28,2010,11,November,Germany,3,2707.11,0.0,2707.11,1
2010-11-28,2010,11,November,United Kingdom,101,24691.63,-314.26,24377.37,1
2010-11-29,2010,11,November,Australia,1,16554.88,0.0,16554.88,1
2010-11-29,2010,11,November,Austria,1,1021.08,0.0,1021.08,1
2010-11-29,2010,11,November,EIRE,2,832.58,0.0,832.58,1
2010-11-29,2010,11,November,France,2,933.3,0.0,933.3,1
2010-11-29,2010,11,November,Germany,1,160.8,0.0,160.8,1
2010-11-29,2010,11,November,Korea,1,949.82,0.0,949.82,1
2010-11-29,2010,11,November,Netherlands,3,5551.7,0.0,5551.7,1
2010-11-29,2010,11,November,Norway,1,200.05,0.0,200.05,1
2010-11-29,2010,11,November,United Kingdom,112,52755.12,-194.29,52560.83,1
2010-11-29,2010,11,November,Unspecified,1,300.93,0.0,300.93,1
2010-11-30,2010,11,November,France,2,407.4,0.0,407.4,1
2010-11-30,2010,11,November,Germany,6,2591.25,-86.55,2504.7,1
2010-11-30,2010,11,November,Italy,1,816.33,0.0,816.33,1
2010-11-30,2010,11,November,Netherlands,3,4958.15,0.0,4958.15,1
2010-11-30,2010,11,November,Portugal,1,423.52,0.0,423.52,1
2010-11-30,2010,11,November,United Kingdom,157,50784.52,-4376.7,46407.82,1
2010-12-01,2010,12,December,Australia,1,716.5,0.0,716.5,1
2010-12-01,2010,12,December,EIRE,2,1110.76,0.0,1110.76,1
2010-12-01,2010,12,December,France,1,1711.72,0.0,1711.72,1
2010-12-01,2010,12,December,Germany,2,522.96,-244.6,278.36,1
2010-12-01,2010,12,December,Netherlands,1,385.2,0.0,385.2,1
2010-12-01,2010,12,December,Norway,1,3838.28,0.0,3838.28,1
2010-12-01,2010,12,December,United Kingdom,135,109595.76,-405.86,109189.9,1
2010-12-02,2010,12,December,EIRE,2,45.0,-15.0,30.0,1
2010-12-02,2010,12,December,Germany,2,310.7,-34.0,276.7,1
2010-12-02,2010,12,December,United Kingdom,163,95141.06,-3033.2,92107.86,1
2010-12-03,2010,12,December,Belgium,1,692.2,0.0,692.2,1
2010-12-03,2010,12,December,EIRE,3,5153.7,0.0,5153.7,1
2010-12-03,2010,12,December,France,2,850.76,0.0,850.76,1
2010-12-03,2010,12,December,Germany,3,1111.06,0.0,1111.06,1
2010-12-03,2010,12,December,Italy,1,855.6,0.0,855.6,1
2010-12-03,2010,12,December,Poland,1,496.32,0.0,496.32,1
2010-12-03,2010,12,December,Portugal,1,263.6,0.0,263.6,1
2010-12-03,2010,12,December,Spain,1,1240.0,0.0,1240.0,1
2010-12-03,2010,12,December,Switzerland,1,606.8,0.0,606.8,1
2010-12-03,2010,12,December,United Kingdom,94,82608.88,-2646.5,79962.38,1
2010-12-05,2010,12,December,France,1,3053.84,0.0,3053.84,1
2010-12-05,2010,12,December,Germany,4,4953.38,0.0,4953.38,1
2010-12-05,2010,12,December,Japan,1,640.16,0.0,640.16,1
2010-12-05,2010,12,December,Lithuania,3,3196.12,0.0,3196.12,1
2010-12-05,2010,12,December,United Kingdom,86,51622.48,-782.0,50840.48,1
2010-12-06,2010,12,December,EIRE,3,2365.0,0.0,2365.0,1
2010-12-06,2010,12,December,Germany,2,392.88,-68.0,324.88,1
2010-12-06,2010,12,December,Italy,1,0.0,-34.0,-34.0,1
2010-12-06,2010,12,December,Portugal,1,258.8,0.0,258.8,1
2010-12-06,2010,12,December,United Kingdom,126,106533.38,-1838.56,104694.82,1
2010-12-07,2010,12,December,France,2,2897.96,0.0,2897.96,1
2010-12-07,2010,12,December,Germany,1,1193.6,0.0,1193.6,1
2010-12-07,2010,12,December,Iceland,1,1423.58,0.0,1423.58,1
2010-12-07,2010,12,December,United Kingdom,105,191872.08,-107228.12,84643.96,1
2010-12-08,2010,12,December,Australia,1,517.8,0.0,517.8,1
2010-12-08,2010,12,December,France,1,347.1,0.0,347.1,1
2010-12-08,2010,12,December,Germany,2,1045.4,-25.5,1019.9,1
2010-12-08,2010,12,December,Lithuania,1,126.0,0.0,126.0,1
2010-12-08,2010,12,December,Norway,1,3735.96,0.0,3735.96,1
2010-12-08,2010,12,December,Portugal,1,2298.58,0.0,2298.58,1
2010-12-08,2010,12,December,United Kingdom,141,82629.2,-2374.78,80254.42,1
2010-12-09,2010,12,December,Channel Islands,1,727.06,0.0,727.06,1
2010-12-09,2010,12,December,Denmark,1,2563.0,0.0,2563.0,1
2010-12-09,2010,12,December,EIRE,1,1891.1,0.0,1891.1,1
2010-12-09,2010,12,December,France,5,3719.46,-54.3,3665.16,1
2010-12-09,2010,12,December,Germany,5,1838.18,-54.6,1783.58,1
2010-12-09,2010,12,December,Japan,1,7588.8,0.0,7588.8,1
